id,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32
75,-0.414384856,63.281,61.8,0,0,0,0,0,19.01642,0,100.15446,6.776742,12.5712,1,0,0,1,0,0,0,0,0.1077,0,0.842,0.01,6,6,49.0619,0,0,6,0.2777126,0.496096
76,3.374328842,63.828,43.7,0,0,0,0,0,17.84489,0,34.520853,7.688303,20.9494,0,0,0,1,0,0,0,0,0.0034,3.00E-04,0.9742,0,7,5,37.6592,0,1,6,0.0504343,0.0999005
77,0.588655002,66.118,42.2,0,0,0,0,1,16.67594,0,39.941022,7.244378,32.5583,0,0,0,1,0,0,0,0,0.022,0,0.96,0,6,6,15.1263,0,1,7,0.077592,0.1506221
78,0.078171504,74.809098,7.7,1,0,0,0,0,15.07226,45,51.008477,10.02962,0.514517,1,0,1,0,0,0,0,0,0.9461,4.00E-04,0.0021,0,5,6,108.742,0,0,1,0.1022483,0.2030276
79,0.618716528,76.607317,9.7,0,0,0,0,1,15.35453,0,215.34196,9.677633,0.029949,0,0,1,1,0,0,0,0,0.0246,0.7901,0.1745,0,6,6,80.0758,0,0,2,0.34457,0.6274964
80,2.472233581,76.970732,8.4,0,0,0,0,0,17.85362,45,192.85043,10.17856,0.151628,0,0,0,0,0,0,0,0,0.8441,7.00E-04,0.0104,1.00E-04,8,5,37.9898,0,0,1,0.2664484,0.5163815
81,0.041676798,72.065,25.5,1,0,0,0,0,14.70103,32,223.84506,8.237281,6.43602,1,0,1,0,0,0,1,0,0.7047,2.00E-04,0.0012,1.00E-04,7,6,99.9402,0,0,2,0.417078,0.8304247
82,-3.194372932,78.836829,4.6,0,0,0,0,0,18.63205,45,338.82885,10.37703,0.042233,1,0,0,1,0,0,0,0,0.03,0,0.0013,0.7462,6,6,19.6672,0,0,1,0.3927776,0.7227412
83,1.886682607,69.872,29.8,0,0,0,0,1,15.08543,42,40.351111,7.459786,0.22822,0,0,0,1,0,0,0,0,0.0312,0,0.9494,0,6,6,154.645,0,0,5,0.0972898,0.1876839
84,-0.37187699,68.336585,44.6,0,0,0,0,0,16.60962,31,6.0554876,8.019674,13.1405,0,1,0,1,0,0,0,0,0.2818,9.00E-04,0.47,0.0011,7,3,149.337,0,0,5,0.6390723,0.8792133
85,-1.279834912,57.536,65.9,1,0,0,0,0,16.96835,30,41.119069,6.455319,3.50491,0,0,1,0,1,0,0,0,0.7851,1.00E-04,0.0699,0,6,6,57.0209,0,0,6,0.357736,0.6198347
86,2.088256311,60.371,69.2,1,0,0,0,0,11.19013,31,89.397531,7.034657,0,1,0,1,0,1,0,0,0,0.97,0,0,1.00E-04,6,7,158.875,0,0,1,0.058206,0.1163772
87,2.064943066,71.597561,13.3,0,0,0,0,0,17.57367,38,444.42549,9.045114,0.059888,0,0,0,1,0,0,0,0,0.2341,0,1.00E-04,0.2165,6,6,56.983,0,0,2,0.5965945,0.8587513
88,4.644078456,72.079,15.1,1,0,0,0,0,14.55726,0,117.82351,9.607008,37.4538,0,0,0,1,0,0,0,0,0.0472,0,0.8968,0,8,4,103.011,0,1,7,0.1903859,0.3523268
89,0.832788288,68.297561,54.6,0,0,0,0,0,15.29511,31,22.894682,6.548623,0.961488,0,1,0,1,0,0,0,0,0.1083,0.0012,0.7229,0.0041,7,3,78.7537,0,0,5,0.4389362,0.710586
90,-2.160088611,53.589,106.1,0,1,0,0,0,15.26442,0,18.450919,5.554542,11.8025,0,1,0,1,0,0,0,0,0.0253,0,0.0043,0.51,6,5,35.8472,0,0,6,0.5272733,0.9698773
91,2.715522366,69.273171,13.1,0,0,0,0,0,14.79502,31,42.818686,8.812987,0,0,0,0,0,0,0,0,0,0.5402,0.0041,0.0024,0,8,4,96.7329,0,0,2,0.5026805,0.9861436
92,4.440371978,70.222,26.9,0,0,0,0,1,14.80988,0,264.22444,8.13138,0.056672,0,0,0,1,0,0,0,0,0.4697,0,0.5303,0,7,5,117.917,0,0,6,0.4981638,0.9963276
93,-1.731466526,59.206,71.2,1,0,0,0,0,14.28797,31,52.830632,6.217985,2.74063,0,1,0,0,1,0,0,0,0.9044,0,5.00E-04,0,5,7,141.319,0,0,6,0.1730164,0.3455167
94,2.320690795,47.183,173.7,0,0,0,0,0,14.55613,0,21.773588,5.291475,38.8586,0,0,1,0,1,0,0,0,0.36,0,0.18,0,6,6,99.0529,0,0,7,0.6264,0.895104
95,0.599889476,68.522,35.7,0,0,0,0,1,15.30541,39,2.5214891,8.844742,33.6472,0,0,0,0,1,0,0,0,0.0241,0,0.97,0.0012,6,6,70.7978,0,1,7,0.0584957,0.1152689
96,-3.400632926,71.160732,12,0,0,0,0,0,15.12326,31,58.995501,8.813744,0.015594,0,0,0,0,0,0,0,0,0.8541,0.0015,0.002,2.00E-04,8,4,112.761,0,0,2,0.2502861,0.4951354
97,3.658772696,75.010415,7.3,0,0,0,0,0,12.85278,45,147.419,10.80689,0,0,1,0,0,0,0,0,0,0.9235,0.0018,0.0102,0,7,6,189.761,0,0,1,0.1428802,0.2769653
98,0.814467635,71.152,33.1,0,0,0,0,1,14.50677,31,78.498938,7.965684,0,0,1,0,0,0,0,0,0,0.6195,5.00E-04,0.3354,0,8,4,61.6768,0,0,3,0.5017372,0.8907681
99,1.822924868,51.003,97.7,0,1,0,0,0,16.2664,30,19.944687,5.794261,4.41295,1,0,0,0,1,0,0,0,0.5266,0,0.0214,3.00E-04,7,5,44.6293,0,0,4,0.5182015,0.9743875
100,-0.286108773,46.576,138.2,1,0,0,0,0,16.06021,31,100.10133,5.617317,6.52913,0,1,1,0,1,0,0,0,0.6458,0,0.2,0,6,6,57.2028,0,0,7,0.5191647,0.7993318
101,3.050829276,70.727,14.3,1,0,0,0,0,16.70801,23,54.902818,8.054242,17.0665,0,0,1,1,0,0,0,0,0.08,0,0.586,0.182,7,6,146.964,1,0,5,0.593976,0.7789662
102,-0.160862495,61.399,68,1,0,0,0,0,12.31589,31,744.05,7.530286,0,1,0,0,1,0,0,0,0,0.0017,0,0.9918,0.0051,7,5,168.08,0,0,6,0.0163019,0.0323872
103,1.767028799,45.746,130.1,0,1,0,0,0,15.95147,0,6.9375982,5.814981,2.43365,0,1,0,0,1,0,0,0,0.0191,0,0.8783,0,6,6,50.877,0,0,6,0.2176975,0.414741
104,2.438348743,75.935683,10,1,0,0,0,0,12.77753,31,1106.7813,9.177732,0,1,0,0,0,0,0,0,0,0.9891,1.00E-04,0.0035,0,7,6,164.484,0,0,1,0.0216156,0.0429152
105,0.760971422,58.415,71.6,0,1,0,0,0,14.52361,27,1.9696711,6.455457,11.5664,0,0,0,0,1,0,0,0,0.0045,0,0.985,0,6,6,106.374,0,0,7,0.0296445,0.0587305
106,0.057697443,69.404878,19.8,0,1,0,0,0,13.87262,31,521.56404,8.052333,0.042062,1,0,0,0,1,0,0,0,0.3322,0,0.1653,0.0025,7,6,137.112,0,0,2,0.6123128,0.8860398
107,0.062467653,70.836,36.3,0,0,0,1,0,18.26236,45,43.909501,8.786339,8.87417,0,0,0,0,0,1,0,0,0.9685,0.0013,0,0,6,6,38.3062,1,0,4,0.061094,0.1217318
108,-0.849019766,67.643,27.5,0,0,0,0,1,15.12276,31,128.74909,7.242871,0,0,1,0,0,0,0,0,0,0.9481,0.0116,0.0073,0,7,4,98.7827,0,0,5,0.0998295,0.1915662
109,-2.517138514,60.268,76.9,0,0,0,0,0,14.59674,45,1.4058968,6.89013,7.78261,0,1,0,1,0,0,0,0,0.0101,0,0.0429,0.416,7,3,58.6219,0,0,4,0.5430406,0.9406674
110,2.209555372,64.733,62.7,0,1,0,0,0,17.02954,18,55.745319,7.34971,1.04118,0,0,0,0,1,0,0,0,0.0137,6.00E-04,0.977,0,7,5,58.3133,0,0,4,0.0452073,0.0888587
111,0.956816889,42.915,159.4,0,0,1,0,0,16.39933,0,16.846371,5.228262,8.60447,0,0,0,0,1,0,0,0,0.3805,0,0.16,0,7,5,44.2422,0,0,6,0.6184795,0.9012667
112,-0.227911065,61.539,49,1,0,0,0,0,14.16242,31,1.7183398,7.900764,12.1538,0,0,1,0,1,0,0,0,0.9231,0.0012,1.00E-04,0,5,7,119.322,0,0,2,0.1421696,0.2832491
113,-0.578513628,54.26,97.5,0,0,0,0,0,16.74667,42,131.11473,5.428824,5.66733,0,1,0,1,0,0,0,0,0.0289,0,0.0392,0.11,5,5,32.1888,1,0,4,0.3100085,0.533466
114,0.567794788,76.878049,6.8,0,0,0,0,0,16.52032,44,442.87648,10.33334,1.32362,0,0,0,0,0,0,0,0,0.7588,0.0017,0.0356,0.0032,6,6,109.099,0,0,1,0.3826616,0.6892362
115,0.82632164,75.378049,9.2,1,0,0,0,0,15.01842,45,12.645931,9.931548,2.22174,1,0,1,0,0,0,0,1,0.8418,0.0014,0.0017,0.0079,7,6,52.8068,0,0,1,0.2696376,0.5225997
116,-0.248959484,64.169,50.9,0,0,0,1,0,15.23731,0,34.44046,6.841246,10.1087,0,0,0,0,0,0,1,0,0.9602,1.00E-04,2.00E-04,0.0011,5,6,71.2908,0,0,3,0.0765401,0.1524566
117,4.270080509,43.54,132,0,1,0,0,0,15.89656,31,6.3257764,5.601701,2.85148,0,1,0,0,1,0,0,0,0.0085,0,0.9016,0,7,6,36.9707,0,0,6,0.1789632,0.3496589
118,-0.555483114,45.898,125.6,1,0,0,0,0,18.37222,25,104.60378,6.82242,47.4765,0,0,1,0,1,0,0,0,0.458,0,0.4461,1.00E-04,6,6,72.2405,1,1,5,0.5820531,0.928878
119,3.280234796,76.537317,7,0,0,0,0,0,15.26042,45,11.612711,10.72522,10.865,0,0,0,0,0,0,0,0,0.9006,2.00E-04,0.0033,0.0066,6,6,73.9275,0,0,1,0.1808907,0.3517517
120,2.730857797,67.181,31.8,0,0,1,0,0,14.41003,37,5.8551212,9.257285,42.23,0,0,0,1,0,0,0,0,0.0467,0,0.8553,0.0065,6,6,74.8292,0,0,6,0.2578665,0.4623231
121,2.611157319,60.05,106.4,1,0,0,0,0,18.49466,0,139.68272,6.367379,3.56308,0,0,1,1,0,0,0,0,0.0341,0,0.9487,7.00E-04,7,5,38.9095,1,0,4,0.0985328,0.1902521
122,1.435763098,72.987,25.6,0,0,0,1,0,14.72014,44,33.239292,8.0369,0.485691,0,0,0,0,0,1,0,0,0.956,5.00E-04,0.0146,0.0051,6,6,165.384,0,0,4,0.0852581,0.1640093
123,1.534345929,58.865,64.1,1,0,0,0,0,15.27716,0,9.524045,6.916144,45.1362,1,0,0,0,0,0,0,1,0.9501,1.00E-04,2.00E-04,0.0015,6,6,89.5715,0,0,2,0.0949941,0.1889954
124,3.786302831,68.014,36.3,0,0,0,1,0,15.25386,42,10.605945,7.216341,3.36174,0,1,0,0,0,0,1,0,0.9819,6.00E-04,0,0.0015,6,6,72.7405,0,0,4,0.0356138,0.0708209
125,-1.989378434,65.541,57,0,0,0,1,0,16.89864,0,17.052077,7.563925,9.78176,0,0,0,0,0,0,1,0,0.9897,2.00E-04,0,3.00E-04,5,6,29.598,0,0,3,0.0203977,0.0407366
126,0.519013857,65.256,40.5,0,0,0,1,0,17.9418,0,207.75849,6.910264,2.22729,1,0,0,1,0,0,0,0,0.927,0,0.046,0.001,4,6,60.8003,0,0,3,0.137878,0.2616364
127,-1.822492831,70.890244,15.1,0,0,0,0,0,17.45601,45,124.42712,8.472944,1.68398,0,0,0,0,0,0,0,0,0.972,1.00E-04,1.00E-04,0,6,6,45.857,0,0,2,0.0544431,0.1088213
128,0.017121786,73.965854,11.5,0,0,0,0,0,16.11642,45,109.10621,9.573521,0.579518,0,0,0,0,0,0,0,0,0.944,1.00E-04,0.002,0.0051,6,6,66.3074,0,0,1,0.1064525,0.2087949
129,3.077542346,74.984,17.8,1,0,0,0,0,13.07411,31,41.037468,10.39529,43.5477,0,0,0,1,0,0,0,0,0.071,0,0.8572,0.0185,6,6,78.6499,0,1,7,0.256984,0.450547
130,3.652149546,69.74122,24.4,0,0,0,0,1,16.95974,44,101.16344,8.193721,7.49372,0,0,0,0,0,0,0,0,0.9127,4.00E-04,0.002,0,8,4,42.9071,0,0,6,0.1597665,0.3172919
131,-2.929813869,68.886098,18.5,0,0,0,0,0,18.81469,0,9.0477396,8.651821,18.2943,0,0,0,1,0,0,0,0,0.2437,0.0101,0.1014,0.002,7,3,36.1068,1,0,5,0.5170305,0.8074116
132,2.090519581,34.217,92.6,0,0,0,0,0,15.79455,0,293.30353,5.424895,2.30127,0,1,0,0,1,0,0,0,0.7941,0,0.0774,0,8,6,19.6842,0,0,6,0.3469022,0.5990279
133,1.352770215,64.851,25.4,0,0,0,0,0,12.00068,31,57.549823,7.376797,3.25634,1,0,0,0,0,0,0,1,0.9726,0,2.00E-04,1.00E-04,7,6,72.7679,0,0,2,0.0533148,0.1065344
134,0.560149213,69.017,35.6,0,0,0,0,1,16.60832,44,7.5949625,9.455876,43.3413,0,0,1,1,0,0,0,0,0.0339,0,0.9485,0.0036,6,6,72.2313,0,1,7,0.0989896,0.190594
135,6.800272352,57.202,71.2,0,1,0,0,0,15.8378,0,39.243843,6.525469,1.48857,0,0,0,0,1,0,0,0,0.0548,0,0.8779,1.00E-04,7,6,57.5961,0,0,4,0.2217727,0.4046174
136,-0.685133779,68.107317,14.4,1,0,0,0,0,11.14918,31,151.10217,9.057555,0,1,0,0,0,1,0,0,0,0.9707,0,0.0023,0,5,6,129.226,0,0,6,0.0570072,0.1132911
137,-3.468630105,37.348,155.4,1,0,0,0,0,15.27697,31,59.742948,6.23128,12.5428,0,0,0,0,1,0,0,0,0.1131,0,0.45,0,7,7,46.2159,0,0,6,0.5938268,0.9208212
138,4.272580222,75.295122,6.2,1,0,0,0,0,14.92971,32,4547.9582,9.724481,0,1,0,1,1,0,0,0,0,0.1167,2.00E-04,0.183,0.15,6,6,344.83,0,0,4,0.627782,0.7786375
139,2.354266425,70.932683,12.6,0,0,0,0,0,15.48306,31,110.17021,8.805051,0.263515,0,1,0,0,0,0,0,0,0.7269,2.00E-04,0,0,8,4,62.0863,0,0,3,0.3971419,0.7938078
140,-1.877556647,73.204878,8.8,0,0,0,0,0,14.50774,31,99.213555,9.448152,0.009543,0,0,0,0,0,0,0,0,0.8958,2.00E-04,0.024,0,8,4,169.289,0,0,2,0.1905663,0.3602652
141,-1.031423204,56.638,31.2,1,0,0,0,0,12.65025,31,11.141122,6.893602,6.97441,1,0,0,0,0,0,0,1,0.95,0,0.0014,0.0033,5,6,94.7451,0,0,1,0.0954351,0.1883878
142,3.096440677,45.375,108.2,0,0,0,0,0,15.81663,0,11.791607,6.022974,6.98427,0,0,0,0,1,0,0,0,7.00E-04,0,0.9942,0,6,6,47.5282,0,0,7,0.0115399,0.0230371
143,-0.967025895,62.062,46.9,1,0,0,0,0,17.44146,22,30.962686,8.486073,3.86949,0,0,1,0,1,0,0,0,0.7787,0.0031,0.0118,0.0018,5,7,42.9994,1,0,5,0.351613,0.6705491
144,2.320041262,76.837561,7.5,0,0,0,0,0,17.47566,37,77.821804,9.851377,0.164838,0,0,0,0,0,0,0,0,0.9616,3.00E-04,0.0044,4.00E-04,7,5,35.5214,1,0,1,0.0741969,0.146396
145,-0.554066188,69.511,18.1,1,0,0,0,0,16.66793,0,276.34688,6.676878,1.50043,1,0,1,1,0,0,0,0,0.0773,0,0.0883,0.6856,8,5,68.2439,0,0,4,0.494039,0.717006
146,-0.922085804,65.95122,26.1,1,0,0,0,0,10.61727,31,157.05385,8.886609,0,1,0,1,0,0,1,0,0,0.877,0,0,0,6,7,134.894,1,0,1,0.215742,0.431484
147,-1.377252846,71.108,18.6,1,0,0,0,0,11.83635,31,226.53279,8.497351,0,1,0,0,0,0,1,0,0,0.9854,0,0,0,5,7,156.725,0,0,1,0.0287737,0.0575474
148,-3.467932687,70.14,20.2,1,0,0,0,0,11.58529,31,275.65385,8.016466,0,1,0,1,0,0,1,0,0,0.8625,0,0.0142,0,7,7,142.643,0,0,1,0.2406892,0.463257
149,0.340357094,55.5,82.1,1,0,0,0,0,16.8186,0,10.846378,6.297596,2.43861,0,0,0,0,1,0,0,0,0.1605,0,0.6751,0,6,6,11.0874,0,0,7,0.4914524,0.7691449
150,1.182205391,67.393,40.9,0,0,0,0,0,12.91773,30,2.612,8.25374,25.4746,0,0,0,0,0,0,1,0,0.5855,0.0013,0.1619,0.0035,7,6,86.4924,0,0,4,0.5695593,0.8410617
